"Timestamp","Płeć","Wiek","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w złym humorze.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się świetnie.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w złym nastroju.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się rozluźniony i spokojny.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się szaro i beznadziejnie.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w dobrym humorze.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem pogodny.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się przygnębiony.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Moje samopoczucie jest złe.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Moje samopoczucie jest dobre.]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Radość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Niepokój]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Strach]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Miłość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Gniew]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wesołość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Upokorzenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Smutek]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wzburzenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Lęk]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Żal ]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Obawa]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Złość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Załamanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Szczęście]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wściekłość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Oddanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Zadowolenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Czułość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wstyd]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Poczucie winy]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Przywiązanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Depresja]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Nieszczęście]","Ile godzin średnio przesypiasz w ciągu doby?","Czy masz wyznaczone pory snu?","Jak oceniasz jakość swojego snu?","Ile godzin tygodniowo poświęcasz na sport?","Jaki środek transportu wybierasz najczęściej?","Jak oceniasz swoją kondycję fizyczną?","Ile godzin (średnio) w ciągu dnia korzystasz z urządzeń elektronicznych (komputer, laptop, tablet) pracując lub ucząc się?","Ile godzin dziennie poświęcasz na korzystanie z urządzeń w celach rozrywkowych?","Czy zdarza Ci się mieć poczucie, że za dużo czasu spędzasz korzystając z urządzeń elektronicznych?","Co przeważa w Twojej diecie?","Jaką wagę przywiązujesz do jakości swoich posiłków?","Jak oceniasz regularność swoich posiłków?","Czy masz kogoś, na kim możesz polegać w trudnej sytuacji?","Z iloma osobami utrzymujesz regularny kontakt w celach towarzyskich?","Jakie znaczenie mają dla Ciebie kontakty z innymi ludźmi?"
"2019/11/01 2:45:43 PM GMT+1","mężczyzna","22","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","raczej się nie zgadzam","zgadzam się","zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","zgadzam się","bardzo często","bardzo rzadko","bardzo rzadko","bardzo często","bardzo rzadko","bardzo często","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo często","bardzo rzadko","bardzo rzadko","bardzo często","bardzo często","bardzo rzadko","bardzo rzadko","bardzo często","bardzo rzadko","bardzo rzadko","8-10","3","4","2,5 - 4","komunikacja miejska","3","5 - 8","2 - 3","nigdy","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","5"
"2019/11/01 2:46:16 PM GMT+1","mężczyzna","22","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","nie zgadzam się","raczej się nie zgadzam","nie zgadzam się","nie zgadzam się","trochę tak, trochę nie","raczej się nie zgadzam","nie zgadzam się","nigdy","bardzo często","bardzo często","często","bardzo często","czasami","bardzo często","bardzo często","czasami","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","rzadko","bardzo często","czasami","rzadko","często","rzadko","czasami","czasami","bardzo często","bardzo często","6-8","5","2","nie uprawiam żadnego sportu","samochód","2","5 - 8","mniej niż 1","czasami","mam zbilansowaną dietę","wszystko mi jedno","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","5"
"2019/11/01 2:46:27 PM GMT+1","mężczyzna","24","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","zgadzam się","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","nigdy","nigdy","nigdy","rzadko","nigdy","rzadko","rzadko","nigdy","rzadko","nigdy","nigdy","nigdy","bardzo rzadko","rzadko","nigdy","4-6","3","4","mniej niż 1","samochód","3","powyżej 8","3 - 4","nigdy","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
"2019/11/01 2:46:46 PM GMT+1","mężczyzna","21","trochę tak, trochę nie","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","trochę tak, trochę nie","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","bardzo często","bardzo często","nigdy","rzadko","czasami","bardzo często","rzadko","czasami","zawsze","nigdy","często","bardzo często","zawsze","bardzo rzadko","nigdy","czasami","zawsze","bardzo często","rzadko","rzadko","rzadko","zawsze","zawsze","zawsze","6-8","5","2","mniej niż 1","chodzę pieszo","3","5 - 8","3 - 4","nigdy","mam zbilansowaną dietę","nie jest to moim priorytetem","zazwyczaj jem regularnie","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","0","1"
"2019/11/01 2:47:59 PM GMT+1","mężczyzna","26","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","raczej się zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","czasami","bardzo rzadko","nigdy","zawsze","nigdy","bardzo często","nigdy","czasami","czasami","nigdy","bardzo rzadko","rzadko","czasami","czasami","czasami","zawsze","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","6-8","2","2","mniej niż 1","samochód","3","powyżej 8","3 - 4","czasami","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","3"
"2019/11/01 2:50:41 PM GMT+1","kobieta","22","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","często","rzadko","bardzo rzadko","bardzo często","bardzo rzadko","zawsze","nigdy","nigdy","nigdy","nigdy","bardzo rzadko","rzadko","bardzo rzadko","nigdy","zawsze","nigdy","bardzo często","zawsze","bardzo często","bardzo rzadko","nigdy","zawsze","nigdy","nigdy","6-8","4","4","nie uprawiam żadnego sportu","samochód","3","mniej niż 3","3 - 4","rzadko","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/01 2:54:06 PM GMT+1","kobieta","19","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","czasami","czasami","rzadko","często","czasami","czasami","rzadko","czasami","rzadko","rzadko","rzadko","czasami","czasami","często","często","czasami","często","często","często","rzadko","rzadko","często","czasami","rzadko","6-8","3","3","nie uprawiam żadnego sportu","samochód","3","powyżej 8","1 - 2","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","2"
"2019/11/01 2:56:39 PM GMT+1","kobieta","18","nie zgadzam się","zgadzam się","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","zgadzam się","raczej się zgadzam","nie zgadzam się","nie zgadzam się","zgadzam się","często","czasami","bardzo rzadko","często","czasami","bardzo często","bardzo rzadko","często","nigdy","bardzo rzadko","często","czasami","czasami","bardzo często","bardzo często","rzadko","czasami","często","czasami","bardzo rzadko","nigdy","nigdy","bardzo często","często","6-8","4","3","1 - 2,5","komunikacja miejska","3","3 - 5","1 - 2","bardzo często","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","5"
"2019/11/01 2:59:54 PM GMT+1","kobieta","19","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","często","bardzo rzadko","nigdy","czasami","nigdy","bardzo często","nigdy","bardzo rzadko","nigdy","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","nigdy","często","nigdy","często","często","bardzo często","nigdy","bardzo rzadko","bardzo często","nigdy","nigdy","6-8","5","4","nie uprawiam żadnego sportu","chodzę pieszo","4","nie używam/rzadko używam komputera do pracy/nauki","więcej niż 4","czasami","warzywa i owoce","nie jest to moim priorytetem","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","4"
"2019/11/01 3:00:06 PM GMT+1","mężczyzna","19","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","raczej się nie zgadzam","nie zgadzam się","raczej się nie zgadzam","zgadzam się","bardzo często","nigdy","nigdy","bardzo często","nigdy","bardzo często","nigdy","nigdy","często","często","często","często","często","często","zawsze","nigdy","nigdy","nigdy","zawsze","nigdy","rzadko","zawsze","nigdy","nigdy","6-8","3","2","nie uprawiam żadnego sportu","komunikacja miejska","3","5 - 8","więcej niż 4","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","3"
"2019/11/01 3:02:12 PM GMT+1","kobieta","22","zgadzam się","raczej się nie zgadzam","zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","często","nigdy","nigdy","zawsze","nigdy","czasami","nigdy","bardzo rzadko","rzadko","nigdy","nigdy","nigdy","rzadko","nigdy","czasami","rzadko","zawsze","bardzo często","bardzo często","nigdy","nigdy","zawsze","nigdy","nigdy","6-8","5","4","1 - 2,5","komunikacja miejska","4","mniej niż 3","więcej niż 4","bardzo często","mam zbilansowaną dietę","jest to dla mnie dość ważne","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
"2019/11/01 3:02:25 PM GMT+1","kobieta","22","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","nie zgadzam się","nie zgadzam się","zgadzam się","często","bardzo rzadko","rzadko","czasami","bardzo rzadko","bardzo często","bardzo rzadko","rzadko","bardzo rzadko","często","bardzo rzadko","rzadko","bardzo rzadko","bardzo rzadko","bardzo często","rzadko","często","czasami","rzadko","bardzo rzadko","rzadko","rzadko","nigdy","nigdy","6-8","2","5","nie uprawiam żadnego sportu","samochód","3","powyżej 8","2 - 3","bardzo często","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","4"
"2019/11/01 3:06:23 PM GMT+1","mężczyzna","20","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","bardzo rzadko","nigdy","zawsze","bardzo rzadko","bardzo często","nigdy","bardzo rzadko","nigdy","bardzo rzadko","nigdy","bardzo rzadko","nigdy","nigdy","bardzo często","nigdy","bardzo często","bardzo często","zawsze","nigdy","nigdy","zawsze","nigdy","nigdy","6-8","4","4","mniej niż 1","komunikacja miejska","3","3 - 5","1 - 2","czasami","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","3"
"2019/11/01 3:08:10 PM GMT+1","kobieta","19","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","nie zgadzam się","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","bardzo często","często","czasami","zawsze","czasami","często","bardzo rzadko","czasami","czasami","często","rzadko","często","czasami","rzadko","często","czasami","często","często","często","rzadko","rzadko","często","czasami","rzadko","4-6","3","5","2,5 - 4","komunikacja miejska","2","mniej niż 3","2 - 3","czasami","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","5"
"2019/11/01 3:12:07 PM GMT+1","kobieta","22","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","nigdy","nigdy","często","nigdy","często","nigdy","rzadko","bardzo rzadko","nigdy","nigdy","nigdy","rzadko","nigdy","często","bardzo rzadko","często","bardzo często","często","nigdy","nigdy","często","nigdy","nigdy","4-6","2","3","mniej niż 1","komunikacja miejska","4","3 - 5","mniej niż 1","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","5"
"2019/11/01 3:13:15 PM GMT+1","kobieta","24","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","czasami","często","nigdy","rzadko","czasami","często","rzadko","często","czasami","rzadko","bardzo często","zawsze","bardzo często","zawsze","zawsze","często","zawsze","zawsze","zawsze","rzadko","rzadko","zawsze","często","bardzo często","6-8","3","2","mniej niż 1","samochód","3","3 - 5","2 - 3","czasami","mięso i ciężkostrawne potrawy","nie jest to moim priorytetem","jem nieregularnie","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","4 - 5","4"
"2019/11/01 3:13:16 PM GMT+1","kobieta","20","nie zgadzam się","raczej się nie zgadzam","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","nie zgadzam się","nie zgadzam się","trochę tak, trochę nie","często","czasami","czasami","często","bardzo często","często","rzadko","rzadko","często","rzadko","bardzo często","czasami","czasami","rzadko","czasami","rzadko","rzadko","czasami","czasami","czasami","czasami","rzadko","czasami","czasami","6-8","3","3","1 - 2,5","komunikacja miejska","3","3 - 5","2 - 3","często","mięso i ciężkostrawne potrawy","jest to dla mnie dość ważne","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/01 3:13:45 PM GMT+1","kobieta","21","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","często","rzadko","bardzo rzadko","często","rzadko","często","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","często","rzadko","często","często","często","bardzo rzadko","bardzo rzadko","czasami","bardzo rzadko","bardzo rzadko","6-8","4","4","2,5 - 4","samochód","3","3 - 5","3 - 4","czasami","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","5"
"2019/11/01 3:20:00 PM GMT+1","mężczyzna","23","raczej się nie zgadzam","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","nie zgadzam się","nie zgadzam się","nie zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","nie zgadzam się","często","czasami","rzadko","rzadko","czasami","czasami","czasami","często","bardzo często","czasami","często","często","często","często","bardzo rzadko","często","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","często","często","6-8","3","1","nie uprawiam żadnego sportu","komunikacja miejska","2","5 - 8","1 - 2","rzadko","mięso i ciężkostrawne potrawy","wszystko mi jedno","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","5"
"2019/11/01 3:23:03 PM GMT+1","mężczyzna","25","nie zgadzam się","zgadzam się","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","często","bardzo rzadko","bardzo rzadko","bardzo często","nigdy","często","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","nigdy","rzadko","bardzo rzadko","nigdy","często","nigdy","czasami","bardzo często","często","bardzo rzadko","bardzo rzadko","czasami","nigdy","nigdy","6-8","4","4","1 - 2,5","komunikacja miejska","4","powyżej 8","1 - 2","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","5"
"2019/11/01 3:24:11 PM GMT+1","mężczyzna","20","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","zgadzam się","raczej się nie zgadzam","raczej się zgadzam","trochę tak, trochę nie","często","rzadko","nigdy","bardzo często","bardzo rzadko","często","nigdy","nigdy","rzadko","rzadko","bardzo rzadko","często","rzadko","nigdy","zawsze","nigdy","bardzo często","bardzo często","bardzo często","nigdy","nigdy","bardzo często","nigdy","nigdy","6-8","2","4","mniej niż 1","komunikacja miejska","4","3 - 5","mniej niż 1","czasami","mięso i ciężkostrawne potrawy","jest to dla mnie dość ważne","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","5"
"2019/11/01 3:24:40 PM GMT+1","mężczyzna","23","nie zgadzam się","zgadzam się","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","zgadzam się","często","czasami","rzadko","czasami","czasami","bardzo często","nigdy","czasami","rzadko","rzadko","nigdy","bardzo rzadko","nigdy","bardzo rzadko","bardzo często","bardzo rzadko","nigdy","bardzo często","często","nigdy","bardzo rzadko","często","bardzo rzadko","bardzo rzadko","6-8","4","4","2,5 - 4","chodzę pieszo","4","5 - 8","1 - 2","często","mam zbilansowaną dietę","jestem tym, co jem!","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
"2019/11/01 3:25:48 PM GMT+1","mężczyzna","21","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","bardzo rzadko","nigdy","rzadko","czasami","bardzo często","nigdy","czasami","rzadko","nigdy","bardzo rzadko","rzadko","czasami","nigdy","bardzo często","nigdy","rzadko","bardzo często","czasami","nigdy","nigdy","czasami","nigdy","nigdy","6-8","3","5","mniej niż 1","komunikacja miejska","1","5 - 8","więcej niż 4","często","mięso i ciężkostrawne potrawy","nie jest to moim priorytetem","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","2"
"2019/11/01 3:26:36 PM GMT+1","mężczyzna","21","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","nie zgadzam się","nie zgadzam się","trochę tak, trochę nie","rzadko","często","czasami","nigdy","bardzo rzadko","często","rzadko","rzadko","rzadko","rzadko","rzadko","czasami","czasami","rzadko","bardzo rzadko","bardzo rzadko","czasami","czasami","bardzo rzadko","nigdy","nigdy","rzadko","nigdy","nigdy","8-10","5","5","1 - 2,5","samochód","3","mniej niż 3","3 - 4","bardzo często","mam zbilansowaną dietę","nie jest to moim priorytetem","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
"2019/11/01 3:29:24 PM GMT+1","mężczyzna","21","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","bardzo rzadko","nigdy","zawsze","bardzo rzadko","często","nigdy","bardzo rzadko","czasami","nigdy","nigdy","rzadko","nigdy","nigdy","zawsze","nigdy","zawsze","bardzo często","bardzo często","nigdy","nigdy","zawsze","nigdy","nigdy","6-8","4","5","1 - 2,5","komunikacja miejska","4","5 - 8","2 - 3","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","5"
"2019/11/01 3:30:39 PM GMT+1","kobieta","21","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","raczej się nie zgadzam","często","bardzo rzadko","rzadko","często","czasami","czasami","rzadko","rzadko","czasami","rzadko","bardzo rzadko","bardzo rzadko","rzadko","bardzo rzadko","często","rzadko","czasami","czasami","czasami","bardzo rzadko","bardzo rzadko","często","bardzo rzadko","bardzo rzadko","6-8","4","4","2,5 - 4","komunikacja miejska","3","3 - 5","1 - 2","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","5"
"2019/11/01 3:31:47 PM GMT+1","kobieta","21","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","nie zgadzam się","nie zgadzam się","raczej się zgadzam","bardzo rzadko","bardzo rzadko","bardzo rzadko","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","czasami","więcej niż 10","3","5","nie uprawiam żadnego sportu","komunikacja miejska","3","nie używam/rzadko używam komputera do pracy/nauki","więcej niż 4","nigdy","fast food","wszystko mi jedno","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","2"
